Authors,Title,Publication,Volume,Number,Pages,Year,Publisher
"Yoosofan, Ahmad: Ashrafi, Alireza; ",Automatic generation of adjacency matrix of single-wall carbon nanohorn,Optoelectronics and Advanced Materials – Rapid Communications,4,6,900-901,2010,INOE (INTEGRA NATURA OMNIA ET AETERNA)
